"","carat","cut","color","clarity","depth","table","price","x","y","z"
"16609",1.55,"Premium","J","SI2",62.6,60,6635,7.36,7.3,4.59
"32902",0.36,"Fair","F","VS1",55.3,67,810,4.79,4.72,2.63
"38819",0.51,"Very Good","J","VS2",62.5,56,1047,5.08,5.12,3.19
"22108",1.5,"Good","F","VS2",64,56,10134,7.18,7.13,4.64
"5084",0.9,"Very Good","G","SI1",63.8,57,3752,6.04,6.13,3.88
"38428",0.48,"Ideal","H","VS2",62.2,54,1026,5.04,5.05,3.14
"43637",0.43,"Very Good","E","VVS1",61.9,56,1433,4.81,4.85,2.99
"35465",0.31,"Ideal","F","IF",61.6,56,901,4.35,4.38,2.69
"20993",1.73,"Premium","I","SI2",62,60,9207,7.67,7.63,4.74
"9619",0.93,"Ideal","H","SI1",62.4,55,4635,6.2,6.24,3.88
"45953",0.56,"Ideal","D","SI1",60.5,57,1723,5.31,5.36,3.23
"22969",1.07,"Very Good","F","IF",59.4,59,11019,6.64,6.7,3.96
"19523",1.13,"Ideal","F","VS2",60.1,56,8157,6.76,6.84,4.09
"52000",0.83,"Very Good","J","VS2",60.5,55,2444,6.08,6.11,3.69
"4700",0.9,"Ideal","J","IF",62.2,57,3677,6.17,6.14,3.83
"2691",0.84,"Ideal","D","SI2",61.8,56,3246,6.04,6.06,3.74
"49296",0.3,"Ideal","H","VS1",62.3,55.1,539,4.29,4.32,2.68
"3086",0.75,"Very Good","E","VS1",61.5,54,3314,5.88,5.82,3.6
"23445",1.51,"Premium","H","VS2",62.3,59,11435,7.28,7.32,4.55
"1854",0.7,"Ideal","G","VS1",61.5,56,3065,5.7,5.75,3.52
"25393",2.22,"Premium","I","SI1",62.7,58,14095,8.33,8.28,5.21
"20984",1.63,"Very Good","I","SI1",61.9,60,9199,7.51,7.55,4.66
"25640",2.04,"Very Good","J","VS1",62.6,58,14527,8.06,8.11,5.06
"40880",0.33,"Ideal","D","VVS1",61,55,1176,4.52,4.47,2.74
"5096",1.02,"Very Good","J","SI2",62.9,59,3755,6.34,6.41,4.01
"35706",0.3,"Ideal","D","VS2",62,56,911,4.35,4.33,2.69
"2098",0.77,"Ideal","G","VS2",62.1,56,3114,5.85,5.88,3.64
"20605",1.5,"Good","E","SI2",63.9,58,8910,7.21,7.26,4.62
"8832",1.12,"Premium","G","SI2",62.8,58,4478,6.62,6.57,4.14
"1458",0.76,"Ideal","E","SI2",62.1,56,2978,5.85,5.88,3.64
"53926",0.79,"Ideal","I","SI1",61.6,56,2756,5.95,5.97,3.67
"9878",0.9,"Very Good","F","VS2",62.6,58,4681,6.08,6.13,3.82
"36438",0.31,"Ideal","D","VS2",61.2,55,942,4.38,4.35,2.67
"33399",0.32,"Ideal","D","VS2",61,56,828,4.41,4.44,2.7
"32507",0.4,"Fair","G","VS1",57.1,64,798,4.88,4.9,2.79
"9973",1,"Very Good","H","SI1",62.7,59,4702,6.3,6.37,3.97
"41535",0.42,"Ideal","G","VVS1",61.7,55,1235,4.84,4.78,2.97
"15040",0.3,"Very Good","F","VS2",62.8,55,605,4.27,4.33,2.7
"42129",0.48,"Premium","F","VS2",61.3,60,1279,5.01,4.97,3.06
"36537",0.4,"Premium","I","VS1",62.9,59,945,4.73,4.68,2.96
"39603",0.35,"Ideal","I","SI1",62.2,54,491,4.52,4.55,2.82
"51642",0.31,"Good","G","VS2",63.1,58,544,4.3,4.35,2.73
"9887",0.95,"Premium","F","SI1",62.3,60,4682,6.3,6.26,3.91
"31943",0.3,"Ideal","F","VS2",62.9,57,776,4.33,4.29,2.71
"7325",1.01,"Ideal","G","SI2",62.1,59,4209,6.45,6.41,3.99
"26407",2,"Very Good","I","VS2",58.6,62,15923,8.17,8.2,4.8
"27243",2.07,"Ideal","G","SI2",62.2,54,17614,8.16,8.21,5.09
"23809",1.55,"Ideal","I","VVS1",62.1,56,11869,7.36,7.43,4.59
"39154",0.46,"Premium","G","SI1",60.6,59,1063,5.04,5,3.04
"18680",1.08,"Premium","F","VS2",62.1,59,7637,6.59,6.54,4.08
"21502",1.53,"Premium","F","SI2",62.7,60,9596,7.34,7.28,4.58
"43500",0.47,"Very Good","D","VS1",59.5,61,1422,5.06,5.03,3.02
"9759",1.15,"Very Good","H","SI2",63.7,56,4661,6.63,6.66,4.23
"17776",1.06,"Ideal","G","VS2",62.8,55,7160,6.49,6.51,4.08
"37899",0.41,"Ideal","D","VS2",62.2,57,1007,4.72,4.76,2.95
"34700",0.32,"Premium","F","VS1",62.1,60,874,4.37,4.33,2.7
"42166",0.52,"Premium","D","SI1",62,60,1284,5.18,5.11,3.19
"34480",0.39,"Ideal","G","SI1",60.5,56,866,4.77,4.79,2.89
"23885",1.57,"Premium","D","SI1",62.2,59,11976,7.37,7.45,4.61
"19374",0.27,"Very Good","D","VVS2",62.2,59,622,4.08,4.12,2.55
"8544",0.9,"Good","F","VS2",63.3,57,4432,6.11,6.15,3.88
"19328",1.19,"Ideal","G","VS1",61.9,55,8034,6.81,6.87,4.22
"35449",0.32,"Ideal","E","VS2",62.1,55,900,4.4,4.36,2.72
"12943",1,"Ideal","I","VS1",60.4,55,5385,6.49,6.52,3.93
"25726",2.03,"Fair","H","SI1",65.4,58,14646,7.91,7.88,5.16
"44695",0.56,"Ideal","H","SI1",61.6,56,1612,5.29,5.33,3.27
"36392",0.31,"Premium","D","VVS1",62.1,59,942,4.38,4.32,2.7
"50459",0.7,"Premium","J","IF",60.5,59,2264,5.73,5.67,3.45
"28495",0.3,"Ideal","E","VS2",61.8,55,673,4.32,4.33,2.68
"11485",1.11,"Good","D","SI2",58,62,5015,6.77,6.81,3.94
"2281",0.78,"Ideal","E","VS2",62.1,54,3159,5.92,5.94,3.68
"20863",1.56,"Ideal","H","SI2",62.4,55,9081,7.39,7.48,4.64
"31216",0.32,"Ideal","D","SI1",62.8,56,756,4.42,4.37,2.76
"8648",1,"Premium","F","SI2",61.1,61,4452,6.38,6.35,3.89
"42801",0.53,"Ideal","I","VVS2",60.9,56,1351,5.26,5.3,3.21
"17237",1.27,"Premium","H","SI1",60.2,58,6892,7.04,6.99,4.22
"2977",0.71,"Ideal","G","VS2",61.8,56,3299,5.73,5.76,3.55
"21695",0.34,"Premium","D","SI1",59.7,59,626,4.54,4.57,2.72
"45379",0.72,"Very Good","J","SI1",62.7,56,1666,5.66,5.72,3.57
"32737",0.31,"Ideal","F","VS2",62.6,57,802,4.33,4.27,2.69
"42923",0.53,"Premium","G","SI1",61.3,58,1363,5.21,5.16,3.18
"41509",0.5,"Very Good","E","SI2",61.6,58,1235,5.08,5.11,3.14
"1998",1.29,"Good","I","I1",64.2,54,3098,6.93,6.83,4.42
"18561",1,"Very Good","D","VS1",61.2,62,7567,6.35,6.39,3.9
"6094",0.9,"Very Good","D","SI2",61.2,54,3975,6.25,6.29,3.84
"26712",0.32,"Premium","F","VS2",62.1,59,645,4.35,4.41,2.72
"48293",0.54,"Ideal","G","VS1",60.6,56,1957,5.28,5.31,3.21
"51413",0.8,"Premium","F","SI2",58.5,62,2371,6.08,6.05,3.55
"50022",0.7,"Very Good","F","SI1",62.6,56,2196,5.66,5.72,3.56
"32265",0.3,"Ideal","H","IF",61.5,56,789,4.31,4.34,2.66
"47588",0.51,"Ideal","H","VVS2",61.6,55,1877,5.11,5.14,3.16
"438",0.7,"Ideal","H","SI1",61.5,55,2815,5.73,5.79,3.54
"12200",1.21,"Very Good","I","SI1",61.2,62,5190,6.81,6.84,4.18
"20533",1.51,"Very Good","I","SI1",59.3,59,8856,7.49,7.59,4.47
"24426",2.03,"Ideal","F","SI2",62.4,57,12677,8.09,8.02,5.03
"51479",0.54,"Ideal","D","VS1",61.3,56,2378,5.3,5.27,3.24
"16961",1.2,"Ideal","I","VS1",62.8,55,6774,6.79,6.75,4.25
"19764",1,"Premium","D","VS1",61.9,55,8333,6.4,6.36,3.95
"25546",1.5,"Ideal","F","VS2",61.4,55,14372,7.44,7.35,4.54
"52101",0.55,"Ideal","D","VS2",60.2,56,2459,5.33,5.38,3.22
"5092",0.9,"Good","D","SI1",64.1,56,3755,6.04,6.07,3.88
"23959",1.32,"Ideal","G","VS1",61.6,57,12094,6.97,7.05,4.32
"4194",1,"Ideal","F","SI2",61,55,3562,6.45,6.41,3.92
"20131",1.15,"Ideal","G","VVS2",62.5,53,8592,6.69,6.72,4.18
"16706",0.3,"Premium","H","SI1",61.2,60,421,4.29,4.31,2.63
"5502",0.74,"Ideal","F","VS1",61.7,56,3845,5.79,5.87,3.6
"51332",0.7,"Very Good","F","VS2",61.6,58,2362,5.7,5.72,3.52
"36121",0.36,"Ideal","E","VVS2",61.8,54,928,4.6,4.62,2.85
"14878",1.54,"Good","I","SI2",57.9,62,5989,7.63,7.5,4.38
"25662",1.52,"Premium","E","VS2",61.8,59,14577,7.38,7.31,4.54
"22853",2.01,"Fair","G","SI2",65.9,57,10887,7.85,7.78,5.15
"7285",1.25,"Premium","H","SI2",60.5,61,4200,6.97,6.91,4.2
"46536",0.51,"Premium","E","VS2",60.3,59,1781,5.22,5.2,3.14
"41083",0.41,"Ideal","F","VVS2",61,56,1192,4.82,4.78,2.93
"23861",2.03,"Ideal","J","SI2",63.2,55,11951,7.99,8.03,5.06
"50670",0.31,"Very Good","I","VVS2",61.6,59,544,4.31,4.33,2.66
"51663",0.73,"Ideal","I","VS1",60.7,56,2397,5.85,5.81,3.54
"26238",1.04,"Premium","D","IF",60.6,56,15671,6.6,6.54,3.98
"37751",0.34,"Ideal","D","VS1",60.3,56,998,4.53,4.56,2.74
"24829",1.53,"Very Good","G","VS2",58.9,59,13225,7.58,7.61,4.47
"8428",0.92,"Ideal","G","SI2",61.9,57,4406,6.23,6.25,3.86
"46525",0.51,"Ideal","G","VS1",61.7,55,1781,5.17,5.14,3.18
"25729",1.54,"Ideal","G","VS1",62,57,14650,7.4,7.45,4.6
"3339",0.9,"Premium","G","SI2",58.3,60,3377,6.39,6.33,3.71
"32949",0.33,"Very Good","G","SI2",60,56,460,4.52,4.55,2.73
"30206",0.4,"Ideal","G","SI2",62.5,53,723,4.75,4.79,2.98
"19817",1.23,"Premium","G","VS1",61.8,58,8381,6.88,6.84,4.24
"24329",3.5,"Ideal","H","I1",62.8,57,12587,9.65,9.59,6.03
"41478",0.41,"Premium","E","VVS2",60.9,56,1231,4.84,4.78,2.93
"14407",1.2,"Good","I","VS1",59.6,61,5818,6.84,6.89,4.09
"11676",1,"Premium","F","SI1",59.8,59,5058,6.49,6.55,3.9
"17260",1.02,"Premium","D","VS2",59.8,61,6909,6.61,6.54,3.93
"16589",1.02,"Premium","F","VS2",61.8,56,6626,6.54,6.46,4.02
"4484",0.9,"Premium","E","SI1",60.7,61,3625,6.19,6.17,3.75
"13982",1.2,"Ideal","I","SI1",62.3,53,5694,6.8,6.85,4.25
"21272",1.2,"Ideal","D","VS2",61.4,55,9424,6.78,6.87,4.19
"19406",1.24,"Very Good","G","VS2",59.1,59,8064,7.02,7.08,4.17
"2689",0.9,"Good","G","SI2",64.1,56,3246,6.12,6.08,3.91
"46615",0.51,"Very Good","D","VS2",61.1,59,1787,5.12,5.16,3.14
"34126",0.35,"Premium","E","VS2",61.4,58,853,4.55,4.51,2.78
"50627",0.3,"Ideal","E","SI2",60.9,59,401,4.29,4.32,2.62
"3576",0.78,"Very Good","E","VS1",60.9,57,3420,5.94,5.88,3.59
"2497",0.77,"Very Good","G","VS1",61.1,54,3197,5.91,5.94,3.62
"26578",2.01,"Ideal","I","SI1",64.8,62,16287,7.92,7.82,5.1
"41170",0.38,"Ideal","E","VVS1",61.3,55,1200,4.67,4.72,2.88
"1514",0.73,"Ideal","D","SI1",61.4,56,2995,5.78,5.82,3.56
"1385",0.31,"Very Good","G","VS2",62.6,56,559,4.33,4.37,2.72
"37772",0.41,"Ideal","E","VS2",62,56,999,4.79,4.72,2.95
"35884",0.32,"Ideal","G","IF",61,56,918,4.43,4.45,2.71
"53893",0.7,"Ideal","F","VS1",62.5,56,2751,5.73,5.7,3.57
"38599",0.5,"Ideal","G","SI2",60,57,1038,5.17,5.2,3.11
"31429",0.3,"Ideal","H","IF",61.8,57,764,4.31,4.36,2.68
"31592",0.2,"Premium","E","VS2",59.8,62,367,3.79,3.77,2.26
"41989",0.43,"Premium","G","VVS1",60.9,58,1264,4.91,4.88,2.98
"24336",1.53,"Premium","G","VS2",61.8,59,12602,7.31,7.45,4.56
"2570",0.73,"Premium","F","VS1",60.7,61,3211,5.79,5.75,3.5
"31677",0.26,"Ideal","E","VVS1",62,56,769,4.13,4.09,2.55
"20804",1.5,"Very Good","H","SI1",61.4,57,9035,7.27,7.33,4.48
"3421",0.9,"Fair","D","SI1",66.4,59,3382,5.97,5.92,3.95
"25141",2.22,"Ideal","J","SI2",62.8,57,13703,8.33,8.29,5.22
"47266",0.65,"Good","F","SI1",58.1,61,1843,5.66,5.74,3.31
"47192",0.51,"Premium","E","VS1",62.3,56,1837,5.14,5.13,3.2
"23087",1.75,"Ideal","F","SI2",62.9,57,11113,7.71,7.59,4.81
"47646",0.23,"Ideal","F","VVS2",60.9,57,530,3.95,3.97,2.41
"14264",1.01,"Very Good","E","VS2",61.7,56,5777,6.41,6.45,3.97
"30010",0.35,"Very Good","E","VS2",61.9,61,716,4.5,4.54,2.8
"29297",0.31,"Ideal","I","SI1",62.2,54,436,4.36,4.39,2.72
"24890",2,"Ideal","H","VS2",60.5,56,13320,8.34,8.22,5.01
"30224",0.33,"Ideal","E","VS2",61.3,55,723,4.46,4.48,2.74
"42530",0.4,"Ideal","F","VVS1",61.7,56,1323,4.75,4.72,2.92
"11709",0.34,"Premium","G","VS2",61.2,58,596,4.46,4.5,2.74
"33315",0.35,"Ideal","D","SI1",61.6,57,827,4.55,4.54,2.8
"42708",0.5,"Good","F","VS2",65.3,57,1339,4.93,4.97,3.23
"3446",0.9,"Premium","H","SI1",61.4,60,3387,6.13,6.08,3.75
"33121",0.31,"Premium","E","VVS2",61.9,58,816,4.35,4.38,2.7
"4779",1.03,"Ideal","H","SI2",60.5,57,3692,6.58,6.52,3.96
"34647",0.31,"Ideal","E","VS2",61.5,56,872,4.37,4.34,2.68
"1235",0.71,"Premium","F","VS1",61.1,58,2942,5.76,5.72,3.51
"48787",0.53,"Ideal","D","SI1",61.5,55,2021,5.19,5.22,3.2
"3649",0.93,"Premium","H","SI1",60.9,61,3437,6.24,6.2,3.79
"10071",0.32,"Premium","H","SI1",62,58,591,4.39,4.38,2.72
"33311",0.35,"Very Good","D","SI1",63.3,57,827,4.53,4.51,2.86
"50377",0.6,"Ideal","H","VS1",61.3,55,2250,5.47,5.49,3.36
"18542",1.51,"Very Good","J","VS2",62.2,60,7557,7.27,7.32,4.54
"51017",0.71,"Ideal","I","VS1",62.1,56,2327,5.72,5.68,3.54
"35771",0.4,"Very Good","E","VS2",62.9,55,912,4.72,4.73,2.97
"32160",0.39,"Ideal","G","VS2",62.2,53.9,787,4.66,4.69,2.9
"48745",0.71,"Good","D","SI2",56.6,63,2015,5.9,5.76,3.3
"6621",1.1,"Very Good","I","SI2",62.8,57,4083,6.56,6.63,4.14
"41670",0.46,"Ideal","D","VS2",62.4,56,1240,4.95,4.98,3.1
"10312",1.1,"Ideal","H","SI1",62.5,57,4764,6.6,6.56,4.11
"10875",1.05,"Good","E","SI1",64.2,61,4878,6.33,6.41,4.09
"6298",0.65,"Ideal","D","VVS1",61.8,57,4022,5.54,5.56,3.43
"16831",1.11,"Ideal","G","VS2",62.2,55,6713,6.67,6.61,4.13
"11915",1.07,"Premium","H","SI1",61.5,57,5123,6.63,6.55,4.05
"52295",0.25,"Very Good","D","VVS2",62.8,56,548,4,4.03,2.52
"31644",0.25,"Very Good","G","VVS1",63.7,54,451,3.98,4.03,2.55
"8455",1.01,"Ideal","I","SI1",62.5,56,4413,6.4,6.44,4.01
"22558",1.03,"Ideal","D","VS1",61.7,57,10607,6.45,6.48,3.99
"39605",0.32,"Ideal","F","SI1",61.9,55,491,4.38,4.41,2.72
"49256",0.51,"Premium","D","VVS2",61.6,59,2087,5.12,5.08,3.14
"12650",1.15,"Ideal","H","SI1",61.9,55,5296,6.74,6.77,4.18
"36830",0.33,"Ideal","F","IF",61.2,56,957,4.48,4.5,2.75
"25270",1.79,"Ideal","I","VS1",61.3,57,13908,7.86,7.81,4.8
"13649",1.05,"Ideal","F","SI1",60.6,59,5586,6.51,6.56,3.96
"18761",1.05,"Very Good","G","VVS2",59.8,60,7667,6.54,6.61,3.93
"25150",1.5,"Good","G","VS1",63.8,58,13720,7.21,7.12,4.57
"51601",0.7,"Good","H","VS2",63.4,60,2394,5.59,5.61,3.55
"13915",1.01,"Ideal","H","SI1",61.2,56,5664,6.44,6.47,3.95
"31360",0.43,"Ideal","F","SI1",62.5,56,760,4.82,4.84,3.02
"3068",0.81,"Premium","F","SI1",61.6,58,3311,5.96,5.92,3.66
"32939",0.37,"Premium","E","VS2",61.5,58,811,4.61,4.66,2.85
"5633",1,"Good","H","SI2",63.9,55,3878,6.25,6.33,4.02
"7183",0.9,"Very Good","F","VS2",61.2,59,4186,6.2,6.26,3.81
"52408",0.71,"Ideal","G","VS2",62.5,57,2511,5.72,5.68,3.56
"25093",2.15,"Very Good","J","SI1",62.4,60,13622,8.18,8.24,5.12
"28007",0.3,"Ideal","E","VS2",61,56,658,4.33,4.36,2.65
"37868",0.4,"Very Good","D","VS1",62.9,55,1004,4.73,4.77,2.99
"22719",1.42,"Ideal","G","VS2",62.6,57,10735,7.19,7.15,4.49
"18373",0.39,"Good","J","VS1",63.5,58,616,4.59,4.64,2.93
"19883",1.5,"Premium","I","VS2",62.3,59,8431,7.24,7.3,4.53
"34008",0.3,"Ideal","D","VS1",62,54,848,4.34,4.3,2.68
"42707",0.52,"Ideal","G","SI1",62.6,56,1338,5.16,5.13,3.22
"26917",2.37,"Ideal","H","SI2",62.1,55,16937,8.52,8.54,5.3
"25657",2.01,"Premium","I","SI1",60.1,59,14558,8.24,8.19,4.94
"6395",0.92,"Very Good","F","SI1",62.7,57,4037,6.14,6.2,3.87
"11441",1.14,"Ideal","E","SI2",62.6,56,5005,6.69,6.63,4.17
"43806",0.51,"Very Good","G","VS2",63.4,55,1443,5.06,5.03,3.2
"19704",0.37,"Premium","F","SI2",60.2,60,624,4.7,4.6,2.8
"12413",1.14,"Very Good","E","SI2",61.5,58,5236,6.66,6.73,4.12
"50874",0.81,"Premium","H","SI2",61.6,62,2313,6,5.92,3.67
"50300",0.32,"Very Good","J","VVS1",60.2,60,544,4.42,4.49,2.68
"34426",0.3,"Ideal","G","IF",62.1,54,863,4.3,4.33,2.68
"45972",0.3,"Premium","H","VS1",62.3,58,526,4.26,4.28,2.66
"7657",1.01,"Ideal","G","SI2",62.8,56,4269,6.4,6.44,4.03
"27543",1.93,"Ideal","F","SI1",59.5,60,18306,8.1,8.13,4.83
"34899",0.33,"Ideal","F","VVS1",62.4,54,880,4.44,4.47,2.78
"2008",0.72,"Ideal","G","VS1",61.3,56,3102,5.77,5.82,3.55
"34690",0.3,"Ideal","F","IF",60.5,60,873,4.34,4.36,2.63
"393",0.32,"Ideal","I","SI1",62.4,57,554,4.37,4.35,2.72
"21442",1.23,"Ideal","F","VS2",61.7,57,9547,6.94,6.9,4.27
"45566",0.52,"Ideal","E","VS2",61.1,57,1689,5.18,5.2,3.17
"22355",0.31,"Ideal","H","VS2",62.2,55,628,4.39,4.35,2.72
"18409",1.03,"Ideal","G","VS1",61.4,55,7481,6.5,6.53,4
"22350",2.01,"Premium","J","VS2",58.6,61,10401,8.18,8.14,4.78
"41284",0.43,"Premium","E","VS1",62.3,58,1209,4.82,4.78,2.99
"38241",0.39,"Ideal","D","VVS2",60,56,1018,4.77,4.79,2.87
"47687",0.56,"Premium","E","VS2",58.8,59,1882,5.45,5.36,3.18
"39759",0.51,"Ideal","G","SI2",61.3,55,1094,5.17,5.19,3.17
"15734",1.21,"Ideal","I","VS1",60.5,58,6292,6.95,6.89,4.19
"31672",0.26,"Very Good","E","VVS2",63.1,59,769,4.08,4.04,2.56
"52723",0.73,"Very Good","H","VS1",61.4,58,2557,5.75,5.85,3.56
"16303",1.01,"Good","E","VS2",58,60,6522,6.64,6.68,3.86
"51949",0.52,"Ideal","H","IF",61.4,56,2441,5.19,5.23,3.2
"15864",1.01,"Ideal","E","SI1",60.8,56,6346,6.53,6.47,3.95
"14094",1.32,"Very Good","H","SI1",63.5,57,5717,6.88,6.92,4.38
"980",0.76,"Ideal","F","SI1",61.4,56,2894,5.88,5.92,3.62
"45654",0.25,"Ideal","H","IF",61.4,57,525,4.05,4.08,2.49
"33542",0.35,"Ideal","D","VS2",60.9,57,829,4.51,4.55,2.76
"21391",1.04,"Premium","F","VVS2",61.6,59,9505,6.53,6.49,4.01
"23752",1.77,"Very Good","G","SI1",63.1,57,11796,7.68,7.63,4.83
"5587",1,"Premium","J","VVS2",59.6,61,3864,6.4,6.36,3.8
"46383",0.54,"Ideal","D","VS2",60.9,56,1763,5.3,5.27,3.22
"44722",0.53,"Ideal","G","VS2",61.4,55,1615,5.23,5.26,3.22
"11539",0.97,"Ideal","D","SI1",62.8,56,5028,6.24,6.3,3.94
"21707",0.31,"Ideal","G","SI1",61.6,56,627,4.36,4.4,2.7
"37447",0.5,"Very Good","H","SI1",63.1,55,984,5.09,5.02,3.19
"18612",1.36,"Premium","I","VS1",62,59,7592,7.1,7.06,4.39
"1520",0.72,"Ideal","H","SI1",61.1,56,2997,5.78,5.8,3.54
"777",0.7,"Premium","D","VS2",59.6,61,2859,5.8,5.77,3.45
"16976",1.38,"Premium","G","SI2",59.2,59,6779,7.35,7.29,4.33
"9826",1.01,"Good","G","SI1",63.9,57,4672,6.37,6.3,4.05
"49728",0.5,"Very Good","F","VVS2",62.8,55,2153,5,5.13,3.18
"28805",0.37,"Ideal","G","VS2",60.3,56,682,4.67,4.7,2.83
"22835",1.5,"Good","E","SI1",61.3,65,10868,7.17,7.23,4.41
"17975",1.32,"Very Good","H","SI1",62.3,57,7270,7.04,6.99,4.37
"18879",1.02,"Premium","G","VVS2",62.6,59,7741,6.46,6.41,4.03
"17011",1.32,"Very Good","I","VS1",63.5,58,6793,6.89,6.94,4.39
"2893",0.91,"Very Good","G","SI2",63.2,61,3282,6.27,6.01,3.88
"14919",1,"Premium","G","VS1",60.6,59,6006,6.42,6.48,3.91
"13590",1.08,"Ideal","G","VS2",62.1,57,5559,6.54,6.57,4.07
"22221",1.55,"Premium","H","SI1",61.8,59,10277,7.45,7.38,4.58
"27129",1.7,"Premium","E","VS2",62.9,58,17323,7.57,7.54,4.75
"1977",0.98,"Very Good","H","SI2",63.4,57,3091,6.41,6.32,4.04
"13206",1.11,"Ideal","H","SI1",62.3,55,5456,6.7,6.65,4.16
"36795",0.34,"Ideal","E","VS2",62.4,56,956,4.49,4.45,2.79
"25932",2.04,"Very Good","G","SI2",61.4,58,15092,8.04,8.11,4.96
"42472",0.54,"Very Good","I","VS2",62.3,56,1317,5.17,5.22,3.24
"52873",0.55,"Ideal","F","VVS2",62.3,54,2581,5.29,5.27,3.29
"13313",1.01,"Good","G","VS2",62,61,5497,6.29,6.38,3.93
"8037",0.9,"Good","D","VS2",62.6,65,4334,6.1,6.04,3.8
"19894",1.2,"Good","G","VS1",62.8,59,8442,6.64,6.7,4.19
"53136",0.71,"Ideal","E","SI2",61.2,57,2619,5.75,5.78,3.53
"45128",0.59,"Ideal","F","SI1",61.7,56,1652,5.36,5.4,3.32
"20588",1.07,"Ideal","G","VVS1",60.9,56,8895,6.6,6.67,4.04
"8052",0.23,"Very Good","F","VVS2",61.4,56,583,3.94,3.97,2.43
"13189",1.21,"Very Good","I","SI1",62.9,55,5452,6.69,6.76,4.23
"53581",0.74,"Very Good","F","SI1",61.7,55,2698,5.83,5.87,3.61
"9605",1.02,"Good","D","SI2",63.4,59,4633,6.37,6.41,4.05
"13405",0.32,"Premium","F","VS2",59.5,60,602,4.46,4.48,2.66
"44436",0.54,"Ideal","E","VS2",61.8,57,1590,5.23,5.26,3.24
"37894",0.41,"Very Good","G","VVS2",62.9,56,1007,4.7,4.74,2.97
"45277",0.54,"Ideal","F","VS2",60.3,55,1662,5.26,5.32,3.19
"8951",1.19,"Premium","I","SI2",59.5,59,4498,6.95,6.89,4.12
"46295",0.3,"Good","E","VS2",63.3,55,526,4.26,4.3,2.71
"49133",0.56,"Premium","D","VS2",61.1,58,2066,5.34,5.3,3.25
"12267",1.5,"Good","H","SI2",64,61,5208,7.18,7.14,4.58
"12213",1.15,"Premium","E","SI2",61.7,59,5193,6.7,6.66,4.12
"44729",0.56,"Ideal","I","VVS1",61.5,55,1616,5.33,5.37,3.29
"39365",0.49,"Premium","F","SI2",62.2,59,1073,5.09,5.04,3.15
"6612",0.72,"Ideal","D","VS2",61.8,56,4082,5.74,5.78,3.56
"14290",1.01,"Fair","F","VS2",65.1,59,5784,6.17,6.21,4.03
"5582",0.78,"Ideal","D","VS2",62.2,55,3864,5.87,5.97,3.68
"32065",0.33,"Premium","D","SI1",60.1,59,780,4.49,4.46,2.69
"35158",0.33,"Ideal","E","VVS2",61.8,56,891,4.44,4.46,2.75
"8046",0.25,"Ideal","G","VVS1",61.7,56,582,4.05,4.07,2.51
"1783",0.66,"Ideal","D","VVS2",61.6,57,3049,5.64,5.57,3.45
"37171",0.32,"Ideal","D","VS2",62.2,56,972,4.4,4.38,2.73
"52957",0.24,"Very Good","F","VVS1",58.7,59,552,4.04,4.1,2.39
"33406",0.28,"Ideal","E","VVS2",62.4,56,828,4.2,4.16,2.61
"29478",0.32,"Ideal","F","VS1",61.3,56,702,4.4,4.44,2.71
"10585",1.01,"Ideal","H","VS2",62.3,57,4821,6.35,6.4,3.97
"49573",0.74,"Premium","G","SI1",58.3,58,2131,5.97,5.93,3.47
"43258",0.5,"Ideal","G","VS2",61.6,55,1400,5.11,5.14,3.16
"2300",0.9,"Good","G","SI2",63.3,59,3162,6.07,6.12,3.86
"19920",1.5,"Good","J","VS1",64.1,55,8467,7.23,7.13,4.6
"53042",0.81,"Good","D","SI2",63.8,55,2604,5.91,5.89,3.77
"17458",1.01,"Very Good","D","VS2",60.6,56,7001,6.45,6.51,3.93
"23038",0.33,"Premium","D","SI2",59.5,59,631,4.5,4.48,2.67
"36152",0.33,"Ideal","E","VS2",62.1,57,928,4.44,4.41,2.75
"21495",1.25,"Ideal","G","VS2",60.9,57,9590,6.96,6.99,4.25
"11133",0.91,"Ideal","H","VS1",60.8,58,4939,6.27,6.32,3.83
"14329",1.03,"Ideal","D","SI1",61.6,55,5804,6.49,6.53,4.01
"13397",0.32,"Very Good","F","VS2",58.8,62,602,4.43,4.48,2.62
"6340",0.9,"Ideal","G","SI2",61.5,57,4032,6.19,6.23,3.82
"34708",0.37,"Ideal","E","VS1",61.4,56,874,4.65,4.66,2.86
"5779",0.7,"Ideal","E","VVS2",62.6,54,3901,5.65,5.7,3.55
"25097",1.51,"Very Good","E","VS2",62.4,58,13623,7.26,7.33,4.55
"12506",0.91,"Very Good","E","VS1",61.9,59,5259,6.17,6.23,3.84
"404",0.32,"Good","I","SI1",63.9,55,554,4.36,4.34,2.78
"42928",0.57,"Good","G","SI1",63.5,55,1364,5.28,5.3,3.36
"24530",1.5,"Ideal","G","VS2",63,56,12821,7.32,7.26,4.59
"28260",0.33,"Premium","G","VS1",61.4,59,666,4.43,4.49,2.74
"26137",1.61,"Premium","F","VS2",62.3,59,15426,7.53,7.47,4.67
"24431",1.6,"Ideal","H","VS1",61.4,57,12681,7.59,7.53,4.64
"33749",0.31,"Ideal","F","VVS1",62.1,54,840,4.37,4.39,2.72
"35380",0.41,"Premium","G","VS1",61.9,58,899,4.75,4.78,2.95
"46374",0.58,"Ideal","G","VS2",60,56,1761,5.45,5.48,3.28
